ESTACAO,ANO,MS,DI,P_E_MD,P_E_MX,P_E_MN,P_M_MD,P_M_MX,P_M_MN,T_MED,T_MAX,T_MIN,HR_MED,HR_MAX,HR_MIN,TW_MED,TW_MAX,TW_MIN,TD_MED,TD_MAX,TD_MIN,E_MED,E_MAX,E_MIN,DD_MED,DD_FFX,DD_DP,DD_PRE,FF_MED,FF_MAX,FF_DP,TSUP_M,TSUP_X,TSUP_N,T_05_M,T_05_X,T_05_N,T_10_M,T_10_X,T_10_N,T_20_M,T_20_X,T_20_N,T_50_M,T_50_X,T_50_N,T100_M,T100_X,T100_N,PR_DUR,PR_QTD,PR_I_X,RG_TOT,RD_TOT
1210881,2021,1,1,1016.4,1017.6,1015.2,1017.3,1018.5,1016.0,9.2,14.7,5.0,82,93,59,7.3,11.6,3.5,6.2,10.2,2.5,9.5,12.5,7.3,-990,135,-990,0,1.0,11.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,1.3,-990.0,-990,-990
1210881,2021,1,2,1017.6,1019.0,1016.5,1018.5,1019.9,1017.3,8.2,14.6,3.7,75,87,52,5.6,9.9,2.1,3.7,7.7,1.1,8.0,10.5,6.6,-990,87,-990,0,1.0,7.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,1,3,1018.5,1020.0,1017.1,1019.3,1020.9,1018.0,7.6,14.5,1.3,73,88,52,4.9,10.2,-0.1,2.9,8.2,-1.5,7.6,10.9,5.5,-990,331,-990,0,0.4,4.8,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,4,1014.3,1017.1,1011.7,1015.2,1018.0,1012.6,9.1,14.4,5.0,78,91,63,6.8,11.1,3.1,5.4,9.4,1.5,9.0,11.8,6.8,-990,13,-990,0,0.9,6.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,1,5,1009.6,1011.7,1007.5,1010.5,1012.6,1008.3,8.0,10.7,5.7,82,91,70,6.2,8.7,4.3,5.1,7.6,2.9,8.8,10.4,7.5,-990,90,-990,8,1.7,6.5,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,6,1007.7,1010.3,1004.7,1008.6,1011.2,1005.6,7.9,11.0,5.7,77,92,63,5.7,8.1,3.3,4.1,7.3,0.9,8.2,10.2,6.5,-990,35,-990,1,2.7,7.6,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,2.1,-990.0,-990,-990
1210881,2021,1,7,1006.1,1008.3,1004.5,1006.9,1009.1,1005.4,9.7,13.0,7.5,79,89,67,7.6,10.0,6.0,6.2,8.4,4.8,9.5,11.0,8.6,-990,13,-990,1,2.0,7.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.2,-990.0,-990,-990
1210881,2021,1,8,1001.4,1005.5,997.9,1002.3,1006.4,998.7,7.4,9.1,5.3,84,90,73,5.9,7.7,2.8,4.9,7.1,0.9,8.7,10.1,6.5,-990,357,-990,1,2.8,8.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,6.1,-990.0,-990,-990
1210881,2021,1,9,1004.7,1006.3,1002.9,1005.6,1007.2,1003.7,6.2,11.9,1.7,68,82,48,3.2,7.3,-0.4,0.6,3.9,-3.1,6.4,8.1,4.9,-990,237,-990,6,2.0,8.5,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,10,1010.1,1015.0,1005.9,1011.0,1015.9,1006.8,5.9,11.0,1.8,76,86,61,3.6,7.5,0.4,1.9,4.9,-0.6,7.1,8.7,5.8,-990,297,-990,5,1.9,8.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,11,1019.9,1025.6,1014.9,1020.8,1026.5,1015.8,8.0,13.5,3.9,70,83,56,5.0,9.7,1.7,2.7,8.1,-0.4,7.5,10.8,5.9,-990,237,-990,6,1.2,4.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,12,1028.2,1030.1,1025.6,1029.1,1031.0,1026.5,7.5,12.6,3.9,69,79,60,4.5,9.0,1.5,2.2,6.6,-1.6,7.2,9.7,5.4,-990,352,-990,7,1.8,5.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,13,1029.4,1030.8,1028.6,1030.3,1031.7,1029.5,8.1,15.2,1.4,69,81,51,5.0,11.3,-0.5,2.7,8.7,-2.5,7.6,11.2,5.1,-990,142,-990,0,0.5,4.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,14,1027.7,1029.3,1026.2,1028.6,1030.2,1027.0,9.1,16.6,2.0,73,87,53,6.3,12.2,-0.1,4.4,10.0,-2.0,8.5,12.3,5.3,-990,250,-990,0,0.6,6.5,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,15,1026.9,1028.6,1025.7,1027.8,1029.5,1026.6,8.7,14.9,2.6,79,89,60,6.5,11.9,1.4,5.1,10.1,0.4,8.9,12.4,6.3,-990,128,-990,0,0.5,5.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,16,1026.9,1028.4,1025.9,1027.8,1029.3,1026.8,10.0,16.2,4.5,76,87,62,7.5,12.4,2.6,5.8,10.8,1.4,9.4,13.0,6.7,-990,49,-990,0,0.8,5.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,17,1027.0,1028.8,1025.9,1027.9,1029.7,1026.8,10.7,16.8,4.9,69,83,47,7.4,12.0,2.9,5.1,9.3,1.4,8.8,11.7,6.8,-990,200,-990,7,1.6,8.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,18,1025.3,1026.7,1024.3,1026.2,1027.6,1025.1,10.1,16.8,4.6,79,93,67,7.9,13.8,2.2,6.5,12.8,-0.5,10.0,14.8,5.9,-990,11,-990,0,0.6,4.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,19,1022.4,1025.7,1017.5,1023.3,1026.6,1018.3,12.2,15.0,8.3,84,93,69,10.4,13.0,7.4,9.5,12.0,7.1,11.9,14.0,10.1,-990,240,-990,4,2.1,10.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,1,20,1013.4,1017.4,1011.0,1014.2,1018.2,1011.8,15.2,17.9,14.0,83,94,69,13.2,15.6,11.5,12.3,14.7,9.6,14.3,16.8,12.0,-990,237,-990,5,5.8,17.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,5.8,-990.0,-990,-990
1210881,2021,1,21,1018.5,1020.9,1016.7,1019.3,1021.7,1017.5,14.9,17.9,12.2,90,95,80,13.7,15.9,11.3,13.2,15.2,10.8,15.2,17.3,12.9,-990,240,-990,4,3.5,11.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,1.2,-990.0,-990,-990
1210881,2021,1,22,1019.5,1023.1,1016.0,1020.3,1024.0,1016.8,14.8,18.6,10.7,81,94,56,12.7,15.3,9.5,11.5,15.0,7.3,13.6,17.1,10.2,-990,189,-990,3,3.1,10.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.9,-990.0,-990,-990
1210881,2021,1,23,1020.4,1022.7,1018.2,1021.3,1023.6,1019.0,13.8,17.0,9.7,90,100,75,12.6,15.1,8.7,12.1,14.7,8.3,14.2,16.7,11.0,-990,73,-990,2,2.7,9.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,2.3,-990.0,-990,-990
1210881,2021,1,24,1018.2,1019.7,1016.7,1019.0,1020.5,1017.5,15.1,17.3,12.0,89,95,72,13.7,15.6,10.9,13.1,15.3,10.4,15.1,17.4,12.6,-990,7,-990,1,1.8,8.8,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,2.0,-990.0,-990,-990
1210881,2021,1,25,1019.3,1022.7,1017.6,1020.1,1023.5,1018.4,15.9,19.3,14.1,89,95,70,14.7,18.0,13.2,14.1,17.4,12.1,16.1,19.9,14.1,-990,277,-990,4,2.4,9.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,2.7,-990.0,-990,-990
1210881,2021,1,26,1024.8,1026.6,1022.8,1025.6,1027.5,1023.7,16.1,19.8,13.8,93,95,85,15.3,18.6,12.9,15.0,18.2,12.5,17.1,21.0,14.5,-990,162,-990,3,0.9,5.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.8,-990.0,-990,-990
1210881,2021,1,27,1025.7,1027.0,1024.8,1026.6,1027.8,1025.6,14.9,19.2,11.4,92,95,83,14.0,18.5,10.8,13.6,18.3,10.6,15.7,21.0,12.8,-990,112,-990,0,0.6,4.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.2,-990.0,-990,-990
1210881,2021,1,28,1023.2,1025.3,1022.0,1024.1,1026.2,1022.9,14.0,20.1,9.9,91,95,78,12.9,19.5,9.3,12.4,19.3,9.1,14.6,22.4,11.6,-990,2,-990,0,0.4,5.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,1,29,1022.8,1024.1,1021.4,1023.7,1025.0,1022.3,13.8,15.4,12.3,93,95,89,13.0,14.8,11.3,12.7,14.6,10.9,14.7,16.6,13.0,-990,152,-990,0,0.6,5.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.2,-990.0,-990,-990
1210881,2021,1,30,1021.1,1022.8,1019.7,1022.0,1023.7,1020.5,15.1,19.6,12.0,81,95,55,12.9,16.1,10.2,11.6,15.9,7.9,13.8,18.1,10.6,-990,199,-990,4,2.0,9.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.6,-990.0,-990,-990
1210881,2021,1,31,1021.8,1023.5,1020.5,1022.7,1024.3,1021.3,14.6,17.7,11.7,87,94,73,13.1,15.9,10.1,12.5,15.3,9.3,14.5,17.4,11.7,-990,203,-990,5,2.7,11.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,1,1021.2,1022.6,1020.3,1022.0,1023.4,1021.1,15.3,18.8,11.6,87,95,71,13.8,16.0,10.6,13.1,15.2,10.2,15.1,17.2,12.4,-990,231,-990,3,1.3,7.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,2,1019.3,1021.5,1017.4,1020.1,1022.3,1018.2,15.5,18.5,13.8,88,95,75,14.0,16.2,13.0,13.4,15.9,11.6,15.4,18.1,13.7,-990,91,-990,0,0.5,5.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,3,1015.1,1017.9,1012.3,1015.9,1018.7,1013.1,15.7,18.0,13.7,85,94,73,13.9,15.5,12.8,13.0,14.8,11.8,15.0,16.8,13.8,-990,235,-990,1,2.0,7.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,4.8,-990.0,-990,-990
1210881,2021,2,4,1007.5,1012.3,1004.3,1008.3,1013.1,1005.1,13.7,15.9,11.2,93,95,86,12.8,15.0,10.5,12.5,14.7,10.3,14.5,16.8,12.5,-990,82,-990,0,1.2,11.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,9.1,-990.0,-990,-990
1210881,2021,2,5,1001.3,1005.1,998.8,1002.1,1005.9,999.6,12.5,16.1,9.7,91,95,81,11.5,14.8,8.7,11.1,14.5,8.3,13.2,16.6,11.0,-990,273,-990,2,1.2,9.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,19.0,-990.0,-990,-990
1210881,2021,2,6,1005.4,1009.5,1002.9,1006.2,1010.3,1003.7,11.8,15.9,9.3,83,92,70,9.9,13.4,8.3,8.9,12.1,7.6,11.4,14.1,10.5,-990,15,-990,2,2.9,10.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,2,7,1012.6,1014.8,1009.4,1013.4,1015.6,1010.2,12.1,14.6,7.9,80,95,65,9.9,13.6,5.9,8.6,13.4,4.0,11.3,15.4,8.2,-990,345,-990,3,2.5,12.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,1.6,-990.0,-990,-990
1210881,2021,2,8,1011.1,1013.8,1008.0,1011.9,1014.6,1008.8,13.7,17.0,10.0,87,95,70,12.2,15.0,8.7,11.5,14.5,8.0,13.6,16.5,10.7,-990,298,-990,4,2.9,13.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,4.7,-990.0,-990,-990
1210881,2021,2,9,1010.9,1013.3,1009.0,1011.7,1014.1,1009.8,14.6,16.3,11.5,88,94,81,13.2,15.1,10.4,12.6,14.8,9.9,14.6,16.8,12.2,-990,261,-990,4,4.2,13.5,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,3.0,-990.0,-990,-990
1210881,2021,2,10,1015.7,1019.6,1012.3,1016.5,1020.4,1013.1,15.5,17.5,14.6,91,95,82,14.4,16.0,13.5,14.0,15.5,13.0,16.0,17.6,15.0,-990,134,-990,3,3.6,11.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.9,-990.0,-990,-990
1210881,2021,2,11,1019.9,1020.8,1019.2,1020.7,1021.6,1020.0,15.4,17.2,13.6,94,95,90,14.7,16.6,13.0,14.4,16.4,12.8,16.4,18.6,14.8,-990,312,-990,0,0.7,6.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,1.1,-990.0,-990,-990
1210881,2021,2,12,1023.4,1025.5,1020.8,1024.2,1026.4,1021.6,14.6,20.1,10.7,86,95,63,13.0,17.0,9.4,12.2,15.5,8.8,14.2,17.7,11.3,-990,0,-990,7,1.1,6.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.8,-990.0,-990,-990
1210881,2021,2,13,1025.4,1027.1,1024.1,1026.3,1028.0,1024.9,12.4,18.9,7.3,81,91,60,10.2,15.2,6.1,9.1,13.4,5.4,11.6,15.4,9.0,-990,36,-990,0,0.1,4.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.2,-990.0,-990,-990
1210881,2021,2,14,1025.0,1026.6,1023.5,1025.9,1027.5,1024.4,14.6,19.5,7.2,69,90,52,11.1,15.1,4.9,8.8,12.5,2.7,11.4,14.5,7.4,-990,62,-990,8,2.5,8.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,15,1026.4,1027.6,1025.3,1027.3,1028.5,1026.2,14.2,17.8,10.5,81,91,71,12.1,15.2,8.4,11.0,14.3,7.2,13.2,16.3,10.2,-990,33,-990,7,3.1,9.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,16,1025.6,1027.1,1024.1,1026.5,1028.0,1025.0,13.6,17.4,11.1,87,93,77,12.1,15.1,10.0,11.4,14.0,9.5,13.6,16.0,11.8,-990,347,-990,8,1.3,6.5,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,17,1021.1,1024.5,1018.1,1022.0,1025.4,1019.0,13.0,17.9,8.8,89,100,73,11.7,15.4,8.0,11.2,15.1,7.7,13.4,17.2,10.5,-990,69,-990,0,0.7,4.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.2,-990.0,-990,-990
1210881,2021,2,18,1018.5,1019.6,1017.4,1019.4,1020.5,1018.3,12.6,18.3,8.0,88,93,78,11.1,15.8,7.0,10.5,14.8,6.6,12.9,16.8,9.8,-990,137,-990,0,0.4,4.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.3,-990.0,-990,-990
1210881,2021,2,19,1017.3,1018.8,1014.6,1018.1,1019.7,1015.4,14.6,18.3,10.8,85,94,73,12.9,15.7,10.0,12.1,15.1,9.7,14.1,17.2,12.1,-990,34,-990,8,0.9,5.8,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,20,1009.2,1014.5,1003.1,1010.0,1015.3,1003.9,16.2,17.8,13.7,82,88,73,14.1,15.9,10.8,13.1,15.1,9.2,15.1,17.2,11.6,-990,167,-990,1,3.2,10.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,21,1008.4,1016.7,1003.2,1009.3,1017.6,1004.0,11.9,15.6,7.5,80,92,62,9.7,12.2,5.8,8.5,11.6,4.8,11.2,13.7,8.6,-990,269,-990,6,1.7,8.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,2.3,-990.0,-990,-990
1210881,2021,2,22,1020.8,1025.1,1016.7,1021.7,1026.0,1017.6,12.0,17.6,5.7,83,92,67,10.1,14.3,4.5,9.1,13.1,3.9,11.7,15.1,8.1,-990,167,-990,0,1.0,5.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,23,1027.8,1029.8,1025.0,1028.7,1030.7,1025.9,14.1,17.5,11.8,81,94,64,11.9,14.3,9.7,10.8,13.5,7.9,12.9,15.5,10.7,-990,119,-990,3,2.9,9.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,24,1026.0,1028.9,1023.9,1026.9,1029.8,1024.7,14.9,18.6,10.5,81,88,71,12.7,15.9,8.5,11.7,14.9,7.4,13.8,16.9,10.3,-990,191,-990,6,3.7,11.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,25,1023.1,1024.4,1021.5,1023.9,1025.2,1022.3,15.6,17.5,13.7,89,94,81,14.3,15.9,12.8,13.8,15.2,12.4,15.8,17.3,14.4,-990,276,-990,7,2.3,8.0,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,2,26,1022.8,1024.3,1020.6,1023.7,1025.2,1021.5,13.9,17.0,12.6,91,95,78,12.9,15.3,11.6,12.4,14.6,11.2,14.4,16.7,13.3,-990,0,-990,1,2.2,9.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,15.8,-990.0,-990,-990
1210881,2021,2,27,1020.8,1023.5,1018.3,1021.6,1024.4,1019.2,13.5,17.8,10.0,84,94,64,11.7,16.0,9.2,10.7,15.7,8.9,12.9,17.9,11.4,-990,102,-990,0,0.6,4.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,2,28,1016.3,1018.3,1014.4,1017.1,1019.2,1015.2,13.4,17.0,9.9,82,90,68,11.4,14.2,8.5,10.4,12.8,7.6,12.6,14.8,10.5,-990,336,-990,8,1.4,8.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,1,1016.7,1020.0,1015.3,1017.5,1020.8,1016.1,14.5,18.9,11.6,83,90,66,12.6,16.2,10.4,11.7,15.0,9.5,13.8,17.0,11.9,-990,2,-990,0,1.0,7.6,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.5,-990.0,-990,-990
1210881,2021,3,2,1022.4,1024.3,1019.8,1023.3,1025.2,1020.7,15.5,20.3,11.7,76,90,60,12.7,15.7,10.5,11.1,13.4,8.9,13.2,15.4,11.4,-990,15,-990,0,0.8,6.2,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,3,1023.5,1025.3,1021.1,1024.3,1026.1,1021.9,14.8,18.1,11.1,84,89,76,12.9,15.8,9.8,12.0,14.8,9.2,14.1,16.8,11.6,-990,62,-990,8,1.6,8.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,4,1016.7,1021.0,1012.2,1017.5,1021.8,1013.0,15.7,17.6,12.9,83,90,74,13.7,15.9,10.5,12.8,15.2,8.9,14.8,17.3,11.4,-990,318,-990,8,4.5,9.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,5,1011.6,1014.0,1010.6,1012.4,1014.8,1011.4,14.0,18.0,9.7,87,93,68,12.6,16.6,8.9,11.9,16.3,8.6,13.9,18.5,11.2,-990,194,-990,0,1.6,11.4,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,8.3,-990.0,-990,-990
1210881,2021,3,6,1015.8,1018.0,1013.7,1016.7,1018.8,1014.5,14.6,18.9,11.4,82,92,67,12.6,16.0,10.0,11.6,14.6,9.1,13.6,16.6,11.6,-990,146,-990,1,1.6,6.3,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.3,-990.0,-990,-990
1210881,2021,3,7,1016.0,1017.7,1014.0,1016.9,1018.5,1014.8,14.3,19.5,9.2,82,91,68,12.3,16.7,8.0,11.3,16.0,7.5,13.5,18.2,10.4,-990,149,-990,0,0.9,6.7,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
1210881,2021,3,8,1015.0,1016.5,1013.0,1015.8,1017.4,1013.8,12.0,17.0,8.0,73,87,54,9.0,12.4,6.0,7.1,10.0,3.8,10.1,12.3,8.0,-990,129,-990,0,1.1,8.1,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,9,1017.0,1020.2,1014.7,1017.9,1021.1,1015.6,13.1,19.2,7.5,73,91,49,10.0,14.9,6.4,8.1,12.5,4.1,10.8,14.5,8.2,-990,335,-990,0,0.6,4.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,10,1022.9,1025.9,1019.9,1023.7,1026.8,1020.8,14.4,18.9,9.7,67,82,51,10.7,14.5,6.6,8.3,12.0,3.9,11.0,14.1,8.1,-990,72,-990,0,1.0,5.6,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,11,1025.8,1027.6,1024.7,1026.6,1028.4,1025.6,13.9,18.9,8.4,79,88,63,11.5,15.9,6.7,10.3,15.1,5.6,12.7,17.2,9.1,-990,14,-990,0,1.4,6.8,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.0,-990.0,-990,-990
1210881,2021,3,12,1023.9,1026.1,1022.1,1024.8,1026.9,1022.9,15.1,21.0,10.4,75,88,56,12.3,17.8,8.3,10.6,16.4,6.9,12.9,18.7,10.0,-990,41,-990,1,1.1,5.9,-990.0,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990,0.1,-990.0,-990,-990
